id	name	description	weapon_category_id	level	price	damage	damage_die_count	damage_die_type	damage_type	range	critical	capacity	usage	bulk	special	source	source_page
1240	Wonder grenade (Hybrid)	<p>When it detonates, a wonder grenade releases a locus of magical uncertainty, which explodes into a strange effect once it makes contact with reality. When the grenade detonates, roll d% on the following table to determine the effect. (The GM is free to make up a similar effect based on your surroundings and circumstances.) If any effect of the grenade allows a saving throw, the DC is equal to 15 + your key ability score modifier.<br/> These grenades pose a risk to the thrower. If you roll a 1, 3, or 5 on the attack roll, when the grenade lands but before it goes off, you teleport into the nearest open space in the blast radius. If no such space exists, you don’t teleport. <table> <tr><th>D%</th><th>WONDER EFFECT</th></tr> <tr><td>1–5</td><td>Each creature in the blast radius switches positions with another randomly determined creature in the blast radius (no save). No creature is placed in an area that is immediately hazardous to it (instead appearing in the closest safe space).</td></tr> <tr><td>6–10</td><td>Unlocked airlocks, appliance doors, doors, gates, lids, and windows open in the blast radius. Locks unlock if they are average or worse or controlled by a computer of tier 3 or lower. Magical locks that would open from a knock spell with a caster level check result of 25 or lower also unlock. After the blast unlocks a lock, whatever the lock was sealing opens. A creature can negate this effect on all objects it holds or wears with a successful Will saving throw.</td></tr> <tr><td>11–15</td><td>The blast radius becomes an area of zero gravity (Core Rulebook 404) for 4d4 rounds.</td></tr> <tr><td>16–20</td><td>The blast radius becomes the area of an explosive blast spell.</td></tr> <tr><td>21–25</td><td>Each creature in the blast radius must attempt a Reflex saving throw. Those that fail enter a state of reduced friction, which functions as if all surfaces they move on and all objects they hold are affected by a grease spell.</td></tr> <tr><td>26–30</td><td>Each creature in the blast radius must succeed at a Fortitude saving throw or its powered technological items cease to function for 1 round. A technological construct that fails the save is also staggered for 1 round. Unattended technological objects receive no saving throw and simply cease to function for 1 round.</td></tr> <tr><td>31–35</td><td>Each creature in the blast radius is affected as if by the ethereal jaunt spell for 1d4 rounds (no save).</td></tr> <tr><td>36–40</td><td>Each creature in the blast radius is affected as if by the invisibility spell for 4d4 rounds (no save).</td></tr> <tr><td>41–45</td><td>Thousands of UPBs erupt in the blast radius, dealing 3d6 bludgeoning damage to each creature in the area (Reflex half). All but 1d4 × 10 UPBs are blown out of the blast radius, disappearing as they go.</td></tr> <tr><td>46–50</td><td>Each creature in the blast radius must succeed at a Fortitude save or sprout 2d4 armlike appendages. Some of these arms lack anatomy consistent with their host. Only two are useful, like a kasatha’s extra arms. These limbs remain for 4d6 hours, but can also be removed with remove affliction (DC 20).</td></tr> <tr><td>51–55</td><td>One First World beast is teleported into the blast radius. Roll d% to determine the beast: 1–15—Huge beast (such as an elephant); 16–50—Large beast (such as a rhino); 51–100—Tiny beast (such as a squirrel). The beast appears in an unoccupied space, only 1 square of which must be in the blast radius. If the beast doesn’t have enough room to appear, a beast of the next smaller size appears. The beast is no one’s ally. It has a 25% chance to arrive hostile, but is otherwise indifferent until it reacts to the current situation. Use the summoning creatures rules (Alien Archive 244) to determine the creature’s statistics.</td></tr> <tr><td>56–60</td><td>Each creature in the blast radius can hear the surface thoughts of other creatures within 30 feet of it as a bewildering jumble alongside its own. This mind-affecting effect renders a creature shaken. A creature can attempt a Will save at the end of its turn each round to end the effect. Otherwise, the effect lasts 1 minute. If a creature succeeds at its saving throw by 5 or more, that creature is no longer shaken and can focus the effect to function as detect thoughts, lasting for the remainder of the effect’s duration.</td></tr> <tr><td>61–65</td><td>Each creature in the blast radius must succeed at a Will saving throw or suffer the mind-affecting delusion that it has increased one step in size. An affected creature takes a –1 circumstance penalty to Dexterity-based checks and saving throws, as well as to EAC and KAC. It is treated as squeezing when a creature of its imagined size would be squeezing, and it is unlikely to attempt to move into areas “too small” for it. If a creature believes it is constrained completely, it becomes paralyzed. This delusion lasts 2d4 rounds, but the creature can attempt a new saving throw once on any round when something happens that contradicts the false belief, such as being moved when it believes itself constrained.</td></tr> <tr><td>66–70</td><td>About 5,000 harmless, beautiful flying insects appear within the blast radius. This swarm functions like a fog cloud spell that disperses after 4d4 rounds.</td></tr> <tr><td>71–75</td><td>The center of the blast radius becomes a gravitational anomaly for an instant. Creatures in the blast radius must succeed at a Fortitude save or be dragged to the enarest space adjacent to the grenade's point of detonation. Any creature that collides with terrain that blocks line of effect or with another creature takes 2d6 bludgeoning damage and falls prone.</td></tr> <tr><td>76–80</td><td>The grenade splits into 1d3+1 grenades, each of a kind determined randomly by rolling d%: 1–20—frag II, 21–34—screamer II, 35–50— shock II, 51–70—stickybomb II, 71–80—cryo I, 81–90—flash II, 91–100—incendiary II. Each grenade bounces as if its thrower had missed when throwing it. After each grenade lands at its new target, it detonates.</td></tr> <tr><td>81–85</td><td>About a thousand adorable, harmless Diminutive animals appear in the blast radius, covering the ground. This horde makes the blast radius difficult terrain, and at the end of every round, that area expands by 5 feet. Any item dropped or thrown into the area is knocked 1d4 squares in a random direction by the scrambling creatures, and knocked again when the area expands. The horde expands enough to disperse after 5 rounds.</td></tr> <tr><td>86–90</td><td>For 4d4 rounds, the blast radius fills with a windstorm (Core Rulebook 400).</td></tr> <tr><td>91–95</td><td>Each creature in the blast radius changes color to a random neon hue (no save). Roll 1d6: 1 red, 2 orange, 3 yellow, 4 green, 5 blue, or 6 violet. This effect is permanent but can be ended with a successful casting of remove affliction (DC 20), but if the spell fails, the target changes color again.</td></tr> <tr><td>96–100</td><td>The blast radius becomes a globe of vacuum (Core Rulebook 394), subjecting creatures initially caught in it to decompression. Air outside the vacuum rushes in to fill it after 4d4 minutes, unless the vacuum completely fills a sealed area, in which case it remains a vacuum even after 4d4 minutes have passed until the area is unsealed.</td></tr> </table></p>	52	10	2500	null	null	null	null	20	null	Drawn	1	L	Explode (10 ft.; see text)	ARM	127
1241	Holy water grenade III	<p>Produced by priests of good-aligned deities, holy water grenades explode with a spray of consecrated water that harms undead creatures and evil outsiders while leaving other creatures and objects merely damp. This typically isn’t enough water to damage computers or other electronic or technological items.</p>	52	11	7680	null	null	null	null	20	null	Drawn	1	L	Explode (4d12 B, holy water, 20 ft.)	ARM	39
1242	Riot grenade IV	<p>Riot grenades are standard issue among police forces, as they deal nonlethal damage and slow the movements of creatures affected by the blast. </p>	52	11	6910	null	null	null	null	20	null	Drawn	1	L	Explode (2d10 S, nonlethal, staggered, 20 ft.)	ARM	39
1243	Containment grenade (Hybrid)	<p>Upon exploding, a containment grenade forces creatures in the blast radius to attempt a Reflex saving throw. Those that fail remain within the blast radius, provided it’s big enough to contain them. Creatures that succeed take 3d6 force damage as they are pushed out of the blast radius. If a creature is too large to be contained within the radius, that creature is shunted out of the area as if it succeeded at the saving throw. Creatures that remain inside the sphere are trapped for 10 minutes as if by a wall of force spell.</p>	52	12	6000	null	null	null	null	20	null	Drawn	1	L	Explode (5 ft.; see text)	ARM	126
1244	Diminisher grenade, mk 4 (Hybrid)	<p>When a diminisher grenade explodes, it twists space-time enough to accelerate the duration of magic and other effects in the blast radius. Any existing effect that has a duration measured in rounds has its remaining duration reduced by 2d4 rounds. If this reduction drops the remaining duration to 0 or less, the effect ends.<br/> A diminisher grenade affects only items and spells of the indicated level or lower or, for other effects, only those created by creatures with a CR or level equal to or lower than that listed. <ul> <li><strong>Mk 1 (Level 3):</strong> Item level or CR 3; spell level 1st</li> <li><strong>Mk 2 (Level 6):</strong> Item level or CR 6; spell level 2nd</li> <li><strong>Mk 3 (Level 9):</strong> Item level or CR 9; spell level 3rd</li> <li><strong>Mk 4 (Level 12):</strong> Item level or CR 12; spell level 4th</li> <li><strong>Mk 5 (Level 15):</strong> Item level or CR 15; spell level 5th</li> <li><strong>Mk 6 (Level 18):</strong> Item level or CR 18; spell level 6th</li> </ul></p>	52	12	5700	null	null	null	null	20	null	Drawn	1	L	Explode (20 ft.; see text)	ARM	126
1245	Flash grenade III	<p>When detonated, a flash grenade releases a pulse of intense radiance.</p>	52	12	10400	null	null	null	null	20	null	Drawn	1	L	Explode (blinded 1d6 rounds, 15 ft.)	CRB	184
1246	Incendiary grenade IV	<p>Incendiary grenades detonate in a spray of superheated plasma. </p>	52	12	9380	null	null	null	null	20	null	Drawn	1	L	Explode (5d6 F, 3d6 burn, 15 ft.)	CRB	184
1247	Microbot grenade, mk 3 (Hybrid)	<p>When a microbot grenade detonates, the blast radius fills with microbots like those created by the microbot assault spell. The microbots consider only creatures in the blast radius to be the thrower’s enemies, and they do not discriminate between the thrower’s allies and enemies. The microbots last for 3 rounds. More advanced grenades create more dangerous microbots. The first time a creature leaves the area of the microbot cloud during a round, that creature takes an amount of magical piercing damage according to the grenade’s type. <ul> <li><strong>Mk 1 (Level 6):</strong> 1d6</li> <li><strong>Mk 2 (Level 9):</strong> 2d6</li> <li><strong>Mk 3 (Level 12):</strong> 3d6</li> <li><strong>Mk 4 (Level 15):</strong> 3d10</li> <li><strong>Mk 5 (Level 18):</strong> 4d12</li> </ul></p>	52	12	12500	null	null	null	null	20	null	Drawn	1	L	Explode (5 ft.; see text)	ARM	126
1248	Pheromone grenade, mk 3 (Hybrid)	<p>Though scientists understand little about how a vracinea’s paralyzing scent affects the brain, weapon designers across the galaxy have been inspired by its effects and have replicated them with custom hybrid grenades. When it bursts, a pheromone grenade deals no damage, instead dispersing a powerful cocktail of supercharged pheromones and magically modified mind-altering chemicals in the listed blast radius. Each creature in the radius that inhales the pheromones (which bypass even active environmental protections from a suit of armor) must attempt a Will saving throw. A creature that fails its save is fascinated for a number of rounds equal to the grenade’s mark number as they gaze in wonder at sparkling trails that only they can see. A creature that succeeds at its save is immune to the effects of pheromone grenades for 24 hours. This is a mind-affecting effect.</p>	52	12	5300	null	null	null	null	20	null	Drawn	1	L	Explode (20 ft.; see text)	AA3	131
1249	Screamer grenade III	<p>When detonated, a screamer grenade releases a piercing shriek of sonic energy</p>	52	12	11300	null	null	null	null	20	null	Drawn	1	L	Explode (4d10 So, deafened 1d4 minutes, 25 ft.)	CRB	184
1250	Solar flare grenade IV (Hybrid)	<p>Crafted using strange metals ejected by the sun and infused with magic from the Plane of Fire, solar flare grenades unleash the power of a star. When a solar flare grenade explodes, it sends out a lash of plasma. Creatures within the grenade’s area take the listed electricity and fire damage; each creature that succeeds at a Reflex save takes half damage. In addition, a solar flare grenade also sends out an electromagnetic pulse following the plasma wave. Within the same area, all technological objects that use charges, technological objects that do not use charges but are powered by electricity, and constructs with the technological subtype must each attempt a Fortitude saving throw. If a technological object with charges fails the save, it loses a number of charges equal to the grenade’s mark. If a technological object that is powered by electrical means other than charge fails the save, its functions are suppressed for a number of rounds according to the grenade’s type (see below). If a construct with the technological subtype fails the save, it is staggered for a number of rounds according to the grenade’s type (see below); such a construct can attempt an additional Fortitude save at the end of each round to shrug off the effect. <ul><li><strong>Solar Flare Grenade I:</strong> 1 round.</li> <li><strong>Solar Flare Grenade II:</strong> 1 round.</li> <li><strong>Solar Flare Grenade III:</strong> 2 rounds.</li> <li><strong>Solar Flare Grenade IV:</strong> 2 rounds.</li> <li><strong>Solar Flare Grenade V:</strong> 3 rounds.</li></ul></p>	52	12	6500	null	null	null	null	20	null	Drawn	1	L	Explode (4d10 E & F, 20 ft.; see text)	DF02	39
1251	Summoning grenade, mk 4 (Hybrid)	<p>The explosion a summoning grenade generates is a realitywarping field that summons creatures as if you had cast a summon creature spell (Alien Archive 144) of a spell level and caster level according to the grenade’s type. The creatures to be summoned are set when the grenade is created, so you know what you’re getting when you buy, presupposing a scrupulous vendor. When the grenade detonates, the summoned creatures appear immediately in unoccupied spaces, but a creature needs to have only 1 square of its space inside the blast radius. If a creature doesn’t have enough room to appear, it doesn’t. Summoned creatures treat you as their summoner.<br/> Summoning grenades come in the following types. <ul> <li><strong>Mk 1 (Level 3):</strong> 1st-level summon creature; caster level 3rd</li> <li><strong>Mk 2 (Level 6):</strong> 2nd-level summon creature; caster level 6th</li> <li><strong>Mk 3 (Level 9):</strong> 3rd-level summon creature; caster level 9th</li> <li><strong>Mk 4 (Level 12):</strong> 4th-level summon creature; caster level 12th</li> <li><strong>Mk 5 (Level 15):</strong> 5th-level summon creature; caster level 15th</li> <li><strong>Mk 6 (Level 18):</strong> 6th-level summon creature; caster level 18th</li> </ul></p>	52	12	5000	null	null	null	null	20	null	Drawn	1	L	Explode (20 ft.; see text)	ARM	126
